v(g),n,v,l,d,i,e,t,n1,n2,N1,N2,result
6,118,648.0386654,0.07,14.34,45.18,9296,516.44,16,29,66,52,1
5,137,702.7117733,0.09,11.2,62.74,7870.37,437.24,10,25,81,56,1
6,178,1063.955826,0.08,12.66,84.07,13465.69,748.09,15,48,97,81,1
3,46,205.1338545,0.11,9,22.79,1846.2,102.57,11,11,28,18,1
2,18,68.5323886,0.29,3.5,19.58,239.86,13.33,7,7,11,7,1
4,105,542.8421252,0.07,15,36.19,8142.63,452.37,15,21,63,42,1
1,27,102.7985829,0.28,3.61,28.47,371.22,20.62,5,9,14,13,1
6,64,314.0409981,0.07,14.29,21.98,4486.3,249.24,16,14,39,25,1
7,174,1019.288693,0.06,15.62,65.26,15920.32,884.46,16,42,92,82,1
3,54,247.587975,0.08,12.6,19.65,3119.61,173.31,14,10,36,18,1
2,38,171.8953543,0.09,10.89,15.79,1871.75,103.99,14,9,24,14,1
2,38,171.8953543,0.09,10.89,15.79,1871.75,103.99,14,9,24,14,1
1,34,144.4295355,0.14,7.22,20,1043.09,57.95,10,9,21,13,1
5,67,340.8600104,0.08,12.94,26.35,4409.88,244.99,18,16,44,23,1
6,80,416.7562693,0.07,14.78,28.2,6158.73,342.15,19,18,52,28,1
6,88,443.9066825,0.07,13.75,32.28,6103.72,339.1,15,18,55,33,1
12,244,1435.364904,0.04,28.43,50.49,40808.22,2267.12,23,36,155,89,1
3,54,247.587975,0.1,10,24.76,2475.88,137.55,12,12,34,20,1
2,14,50.18947501,0.25,4,12.55,200.76,11.15,8,4,10,4,1
13,274,1477.494974,0.02,47,31.44,69442.26,3857.9,21,21,180,94,1
3,99,499.3950178,0.1,10,49.94,4993.95,277.44,10,23,53,46,1
3,99,499.3950178,0.1,10,49.94,4993.95,277.44,10,23,53,46,1
5,100,535.7552005,0.04,24.89,21.52,13337.48,740.97,22,19,57,43,1
5,127,680.4091046,0.07,15,45.36,10206.14,567.01,15,26,75,52,1
7,141,791.674088,0.06,17.42,45.45,13788.32,766.02,19,30,86,55,1
4,93,465,0.05,19,24.47,8835,490.83,16,16,55,38,1
4,239,1381.744972,0.05,21.65,63.83,29912.91,1661.83,18,37,150,89,1
8,115,638.7777179,0.06,17.78,35.93,11356.05,630.89,20,27,67,48,1
9,174,906.4448856,0.03,34,26.66,30819.13,1712.17,17,20,94,80,1
3,38,166.9080621,0.11,8.8,18.97,1468.79,81.6,11,10,22,16,1
3,219,1248.396298,0.05,20.68,60.38,25811.44,1433.97,15,37,117,102,1
32,300,1779.221201,0.03,38.63,46.06,68728.77,3818.27,26,35,196,104,1
6,76,376.5189196,0.05,20.77,18.13,7820.01,434.44,18,13,46,30,1
7,168,1008,0.08,13.33,75.6,13440,746.67,16,48,88,80,1
7,57,257.8430315,0.08,13.09,19.7,3375.4,187.52,12,11,33,24,1
7,172,915.3716323,0.04,22.67,40.38,20748.42,1152.69,16,24,104,68,1
14,198,1154.912223,0.05,21.35,54.09,24658.94,1369.94,20,37,119,79,1
1,109,512.3479293,0.2,4.91,104.37,2515.16,139.73,4,22,55,54,1
8,111,616.5593625,0.07,14.25,43.27,8785.97,488.11,19,28,69,42,1
12,223,1295.040148,0.05,19.62,66.02,25402.71,1411.26,17,39,133,90,1
11,230,1385.144597,0.04,26.01,53.25,36030.25,2001.68,23,42,135,95,1
4,210,1117.6049,0.04,24.23,46.12,27080.43,1504.47,14,26,120,90,1
31,238,1521.371547,0.04,27.33,55.66,41584.16,2310.23,48,36,197,41,1
1,57,254.1876023,0.08,12,21.18,3050.25,169.46,11,11,33,24,1
18,315,1804.294943,0.02,56.7,31.82,102297.08,5683.17,25,28,188,127,1
4,138,753.4015634,0.05,19.38,38.87,14604.4,811.36,18,26,82,56,1
3,169,928.1231733,0.04,24.48,37.91,22721.17,1262.29,19,26,102,67,1
1,450,2860.898402,0.06,16.97,168.57,48553.53,2697.42,12,70,252,198,1
3,154,835.6447722,0.07,14.95,55.9,12492.89,694.05,13,30,85,69,1
3,928,6769.408055,0.04,27.81,243.44,188237.9,10457.66,17,140,470,458,1
55,1110,7706.191101,0.02,63.14,122.05,486573.72,27031.87,27,96,661,449,1
9,248,1413.70905,0.03,33.39,42.33,47209.31,2622.74,19,33,132,116,1
3,116,599.7113002,0.04,22.35,26.83,13405.31,744.74,19,17,76,40,1
1,19,70.30835464,0.21,4.67,15.07,328.11,18.23,7,6,11,8,1
2,19,70.30835464,0.18,5.6,12.56,393.73,21.87,8,5,12,7,1
7,97,493.4838956,0.08,12,41.12,5921.81,328.99,12,22,53,44,1
2,12,39.86313714,0.27,3.75,10.63,149.49,8.3,6,4,7,5,1
2,106,571.5856468,0.1,9.86,57.96,5637.02,313.17,13,29,62,44,1
3,109,454.5218252,0.02,56,8.11,25453.22,1414.07,14,4,77,32,1
16,405,2411.449506,0.02,55.74,43.26,134422.02,7467.89,25,37,240,165,1
2,96,496.3128001,0.08,12.73,39,6316.71,350.93,14,22,56,40,1
201,3415,22487.64694,0,290.15,77.5,6524839.94,362491.09,27,69,1932,1483,1
11,194,1131.580663,0.03,29.3,38.62,33151.78,1841.77,25,32,119,75,1
2,26,104,0.12,8.33,12.48,866.67,48.15,10,6,16,10,1
2,12,39.86313714,0.27,3.75,10.63,149.49,8.3,6,4,7,5,1
6,245,1360.874269,0.03,31.89,42.67,43402.17,2411.23,19,28,151,94,1
7,99,490.4654347,0.05,20.04,24.48,9826.83,545.93,17,14,66,33,1
30,574,3444,0.02,63.6,54.15,219038.4,12168.8,24,40,362,212,1
21,547,3329.842174,0.02,62.21,53.52,207163.75,11509.1,26,42,346,201,1
11,523,3277.529361,0.02,41.44,79.1,135812.62,7545.15,21,56,302,221,1
5,227,1191.279546,0.03,37.5,31.77,44672.98,2481.83,19,19,152,75,1
1,82,375.9669251,0.1,9.9,37.98,3722.07,206.78,9,15,49,33,1
2,74,382.5744501,0.11,8.76,43.67,3351.68,186.2,13,23,43,31,1
28,235,1205.381509,0.05,21.91,55.01,26413.58,1467.42,12,23,151,84,1
10,128,681.2067961,0.05,19,35.85,12942.93,719.05,19,21,86,42,1
4,59,300.1603076,0.08,12.38,24.26,3714.48,206.36,18,16,37,22,1
1,156,765.4749329,0.11,9,85.05,6889.27,382.74,6,24,84,72,1
3,32,135.9336804,0.13,7.78,17.48,1057.26,58.74,10,9,18,14,1
22,333,2027.125126,0.03,32.18,62.99,65236.57,3624.25,24,44,215,118,1
3,45,206.3233125,0.1,10.05,20.54,2072.61,115.15,13,11,28,17,1
6,54,250.7682342,0.14,7.38,33.96,1851.83,102.88,12,13,38,16,1
12,201,1172.410893,0.07,13.59,86.26,15934.13,885.23,13,44,109,92,1
2,21,77.70923408,0.13,7.88,9.87,611.96,34,9,4,14,7,1
8,624,4090.063443,0.02,54.49,75.07,222848.31,12380.46,26,68,339,285,1
3,43,197.1533875,0.09,11.67,16.9,2300.12,127.78,15,9,29,14,1
13,124,659.9190838,0.04,24.88,26.52,16419.41,912.19,19,21,69,55,1
2,78,374.9736839,0.08,12.5,30,4687.17,260.39,14,14,53,25,1
2,191,1002.354155,0.04,23.27,43.07,23327.51,1295.97,16,22,127,64,1
7,217,1205.345781,0.03,30.88,39.04,37215.05,2067.5,19,28,126,91,1
35,592,4081.732116,0.02,42.37,96.33,172952.06,9608.45,29,90,329,263,1
3,18,62.26976914,0.19,5.25,11.86,326.92,18.16,7,4,12,6,1
14,359,2288.639156,0.03,34.71,65.93,79448.47,4413.8,27,56,215,144,1
5,71,348.3892323,0.04,27,12.9,9406.51,522.58,18,12,35,36,1
6,79,411.5468159,0.05,19.41,21.2,7988.85,443.82,20,17,46,33,1
3,117,638.7534994,0.07,13.71,46.6,8755.33,486.41,15,29,64,53,1
3,117,638.7534994,0.07,13.71,46.6,8755.33,486.41,15,29,64,53,1
5,111,638.7925127,0.06,15.59,40.97,9959.36,553.3,21,33,62,49,1
1,28,112,0.34,2.95,37.91,330.91,18.38,5,11,15,13,1
10,121,645.6824473,0.04,28.29,21.39,17112.86,950.71,19,14,84,44,1
1,26,104,0.5,2,52,208,11.56,4,12,14,12,1
1,21,85.83671967,0.2,5,17.17,429.18,23.84,10,7,14,7,1
1,68,315.7822209,0.2,5.05,62.5,1595.53,88.64,6,19,36,32,1
36,1140,8465.94182,0.02,46.3,182.84,391984.7,21776.93,26,146,620,520,1
2,34,157.8911105,0.12,8.27,19.09,1306.19,72.57,14,11,21,13,1
5,191,1128.216104,0.07,13.54,83.3,15279.97,848.89,14,46,102,89,1
5,147,802.5364479,0.05,20.15,39.83,16169.62,898.31,17,27,83,64,1
1,6,13.93156857,0.5,2,6.97,27.86,1.55,4,1,5,1,1
5,111,573.8616752,0.05,19,30.2,10903.37,605.74,18,18,73,38,1
1,4,8,0.67,1.5,5.33,12,0.67,3,1,3,1,1
46,388,2506.259468,0.04,25.67,97.65,64327.33,3573.74,22,66,234,154,1
1,96,434.2619478,0.06,15.58,27.87,6767.25,375.96,11,12,62,34,1
11,156,909.9308422,0.05,20.63,44.1,18774.01,1043,23,34,95,61,1
1,22,89.92418251,0.2,5.06,17.76,455.24,25.29,9,8,13,9,1
7,166,972.4248452,0.08,13.26,73.36,12890.28,716.13,15,43,90,76,1
17,333,1839.346131,0.02,51.15,35.96,94089.63,5227.2,20,26,200,133,1
25,180,923.2709431,0.05,20.98,44.01,19367.71,1075.98,13,22,109,71,1
37,436,2779.517192,0.12,8.34,333.45,23168.74,1287.15,7,76,255,181,1
402,4022,41217.16446,0,408.73,100.84,16846621.12,935923.39,410,806,2415,1607,1
1,11,36.54120904,0.29,3.5,10.44,127.89,7.11,7,3,8,3,1
11,369,2161.594987,0.02,41.43,52.17,89560.14,4975.56,21,37,223,146,1
11,195,1089.067688,0.05,19.76,55.1,21525.1,1195.84,14,34,99,96,1
3,81,415.4719244,0.13,7.6,54.67,3157.59,175.42,10,25,43,38,1
21,229,1272.000847,0.08,12.84,99.08,16329.74,907.21,10,37,134,95,1
2,68,288.8590709,0.05,18.86,15.32,5447.06,302.61,12,7,46,22,1
18,223,1152.893275,0.02,47.5,24.27,54762.43,3042.36,19,17,138,85,1
3,40,180.9424782,0.09,11.7,15.47,2117.03,117.61,13,10,22,18,1
2,14,50.18947501,0.24,4.2,11.95,210.8,11.71,7,5,8,6,1
10,377,2302.91372,0.03,32.38,71.13,74556.83,4142.05,21,48,229,148,1
11,143,780.6987215,0.05,19.76,39.51,15426.61,857.03,19,25,91,52,1
11,215,1299.544736,0.04,24.57,52.89,31931.67,1773.98,24,42,129,86,1
6,136,737.9720066,0.04,24.94,29.59,18403.18,1022.4,19,24,73,63,1
6,109,580.0901623,0.08,12.67,45.8,7347.81,408.21,16,24,71,38,1
7,114,610.7609285,0.06,16.84,36.27,10285.77,571.43,19,22,75,39,1
6,138,782.7946972,0.09,10.83,72.26,8480.28,471.13,15,36,86,52,1
4,201,1192.078205,0.05,21.95,54.31,26167.57,1453.75,20,41,111,90,1
4,48,222.9050971,0.13,7.46,29.86,1663.83,92.43,11,14,29,19,1
13,265,1640.303508,0.04,27.14,60.44,44517.84,2473.21,23,50,147,118,1
6,85,425,0.07,14.78,28.76,6280.56,348.92,14,18,47,38,1
3,118,584.5951646,0.04,22.93,25.49,13406.72,744.82,16,15,75,43,1
5,83,425.7304904,0.12,8.48,50.21,3609.84,200.55,11,24,46,37,1
4,47,212.6074119,0.12,8.25,25.77,1754.01,97.45,11,12,29,18,1
3,232,910.1958132,0.03,39.23,28.43,43754.33,2430.8,12,13,138,58,1
4,166,941.6226068,0.05,19.75,47.68,18597.05,1033.17,17,34,87,79,1
47,1036,7834.483151,0.02,54.2,144.54,424664.6,23592.48,35,154,559,477,1
2,11,34.86917502,0.33,3,11.62,104.61,5.81,6,3,8,3,1
2,39,168.5551957,0.11,9,18.73,1517,84.28,12,8,27,12,1
2,50,226.1780978,0.15,6.75,33.51,1526.7,84.82,9,14,29,21,1
10,213,1350.388051,0.03,34.8,38.8,46993.5,2610.75,36,45,126,87,1
11,361,2212.671169,0.03,31.2,70.92,69035.34,3835.3,20,50,205,156,1
2,32,133.4376,0.14,7.07,18.87,943.59,52.42,11,7,23,9,1
2,34,144.4295355,0.13,7.56,19.1,1092.25,60.68,11,8,23,11,1
3,116,617.343659,0.06,16.36,37.73,10101.99,561.22,18,22,76,40,1
2,34,144.4295355,0.13,7.56,19.1,1092.25,60.68,11,8,23,11,1
3,41,187.9834625,0.11,9.1,20.66,1710.65,95.04,14,10,28,13,1
2,32,135.9336804,0.12,8.57,15.86,1165.15,64.73,12,7,22,10,1
4,49,224.6631625,0.11,9.45,23.76,2124.09,118,13,11,33,16,1
1,31,126.7113481,0.14,7.14,17.74,905.08,50.28,10,7,21,10,1
6,185,1015.992823,0.03,32.81,30.96,33337.26,1852.07,21,24,110,75,1
2,39,165.669173,0.11,9.43,17.57,1562.02,86.78,12,7,28,11,1
2,38,161.4212455,0.13,7.56,21.34,1220.75,67.82,11,8,27,11,1
3,115,607.8212552,0.06,16.71,36.37,10159.3,564.41,18,21,76,39,1
3,76,372.9236853,0.06,16,23.31,5966.78,331.49,16,14,48,28,1
4,46,210.908275,0.11,8.86,23.79,1869.41,103.86,13,11,31,15,1
2,39,171.3003795,0.12,8.67,19.77,1484.6,82.48,12,9,26,13,1
6,212,1225.648259,0.05,19.53,62.76,23934.19,1329.68,19,36,138,74,1
3,116,617.343659,0.06,16.36,37.73,10101.99,561.22,18,22,76,40,1
2,128,656.5482262,0.09,11.48,57.2,7536.03,418.67,12,23,84,44,1
2,58,278.8265855,0.1,10.13,27.54,2823.12,156.84,12,16,31,27,1
2,39,168.5551957,0.11,9,18.73,1517,84.28,12,8,27,12,1
2,46,208.08385,0.11,8.73,23.84,1816,100.89,12,11,30,16,1
2,44,196.2149912,0.11,9,21.8,1765.93,98.11,12,10,29,15,1
3,116,617.343659,0.06,16.36,37.73,10101.99,561.22,18,22,76,40,1
2,38,161.4212455,0.13,7.56,21.34,1220.75,67.82,11,8,27,11,1
2,36,155.5894114,0.14,7.33,21.22,1140.99,63.39,11,9,24,12,1
2,35,148.677463,0.16,6.11,24.33,908.58,50.48,10,9,24,11,1
1,27,105.4860461,0.17,6,17.58,632.92,35.16,9,6,19,8,1
3,41,182.8366964,0.13,7.8,23.44,1426.13,79.23,12,10,28,13,1
11,440,2483.296724,0.02,51,48.69,126648.13,7036.01,20,30,287,153,1
5,142,770.5295952,0.04,26.25,29.35,20226.4,1123.69,21,22,87,55,1
7,191,1060.926471,0.03,36.42,29.13,38635.41,2146.41,23,24,115,76,1
2,26,101.5791555,0.19,5.25,19.35,533.29,29.63,9,6,19,7,1
2,138,739.9577794,0.05,19.55,36.77,14054.58,780.81,18,20,95,46,1
2,46,202.0466014,0.12,8.25,24.49,1666.88,92.6,11,10,31,15,1
2,45,197.654284,0.12,8.25,23.96,1630.65,90.59,11,10,30,15,1
3,42,184.4773318,0.13,7.7,23.96,1420.48,78.92,11,10,28,14,1
2,40,178.3772647,0.11,9.39,19,1674.76,93.04,13,9,27,13,1
2,38,161.4212455,0.13,7.56,21.34,1220.75,67.82,11,8,27,11,1
5,492,3303.408795,0.05,20.19,163.64,66687.57,3704.86,17,88,283,209,1
2,35,151.2674833,0.12,8.25,18.34,1247.96,69.33,12,8,24,11,1
4,160,893.5940001,0.06,15.44,57.87,13798.14,766.56,14,34,85,75,1
17,588,3727.831802,0.01,67.59,55.15,251971,13998.39,32,49,381,207,1
6,200,1064.385619,0.05,21.6,49.28,22990.73,1277.26,15,25,128,72,1
1,1,0,0,0,0,0,0,1,0,1,0,1
15,175,1025.146674,0.08,12.73,80.51,13052.74,725.15,15,43,102,73,1
17,251,1470.35323,0.03,30.89,47.61,45412.91,2522.94,23,35,157,94,1
2,41,182.8366964,0.17,5.88,31.07,1075.92,59.77,9,13,24,17,1
1,16,57.35940001,0.4,2.5,22.94,143.4,7.97,5,7,9,7,1
2,48,214.0527177,0.24,4.13,51.89,882.97,49.05,6,16,26,22,1
3,32,133.4376,0.12,8.13,16.42,1084.18,60.23,10,8,19,13,1
3,162,838.7219919,0.04,23.8,35.71,20237.61,1124.31,14,23,88,73,1
11,540,3135.971658,0.01,67.53,46.44,211762.84,11764.6,19,37,277,263,1
3,59,283.6339404,0.12,8.67,32.72,2458.16,136.56,13,15,39,20,1
3,33,125.6427124,0.12,8.67,14.5,1088.9,60.49,8,6,20,13,1
3,60,271.4137174,0.12,8.36,32.47,2268.24,126.01,9,14,34,26,1
2,41,182.8366964,0.13,7.5,24.38,1371.28,76.18,10,12,23,18,1
3,96,503.8010413,0.09,10.62,47.46,5348.04,297.11,12,26,50,46,1
2,27,112.587975,0.15,6.87,16.37,774.04,43,10,8,16,11,1
2,40,180.9424782,0.17,5.79,31.27,1046.88,58.16,9,14,22,18,1
1,96,440.1564001,0.1,10.5,41.92,4621.64,256.76,9,15,61,35,1
3,113,496.3318688,0.05,20.25,24.51,10050.72,558.37,9,12,59,54,1
4,90,475.6861997,0.1,9.78,48.65,4651.15,258.39,12,27,46,44,1
18,396,2489.019279,0.03,39.71,62.69,98828.71,5490.48,27,51,246,150,1
2,386,1875.180664,0.01,79.38,23.62,148860.5,8270.03,16,13,257,129,1
1,19,70.30835464,0.4,2.5,28.12,175.77,9.77,5,8,11,8,1
3,57,261.3428625,0.13,7.5,34.85,1960.07,108.89,10,14,36,21,1
3,55,267.1889547,0.11,8.87,30.13,2369.08,131.62,14,15,36,19,1
10,354,2191.197894,0.04,25.51,85.9,55895.84,3105.32,19,54,209,145,1
2,79,379.7810388,0.07,14.3,26.56,5430.87,301.71,13,15,46,33,1
6,120,594.5035572,0.04,27.66,21.5,16441.74,913.43,15,16,61,59,1
21,380,2421.29846,0.03,31.86,75.4,76543.29,4252.4,22,58,215,168,1
9,111,533.6163963,0.07,14.88,35.86,7941.47,441.19,11,17,65,46,1
2,43,194.5131641,0.18,5.6,34.73,1089.27,60.52,8,15,22,21,1
5,68,330.3427077,0.08,12.59,26.23,4160.25,231.13,13,16,37,31,1
2,104,545.7844614,0.08,11.96,45.63,6527.58,362.64,13,25,58,46,1
2,104,545.7844614,0.08,11.96,45.63,6527.58,362.64,13,25,58,46,1
2,72,342.3519002,0.11,9.12,37.55,3121.44,173.41,10,17,41,31,1
5,113,570.0165355,0.06,17.88,31.88,10193.24,566.29,16,17,75,38,1
14,245,1329.434865,0.02,42.61,31.2,56645.49,3146.97,20,23,147,98,1
1,5,11.60964047,0.67,1.5,7.74,17.41,0.97,3,2,3,2,1
1,5,11.60964047,0.67,1.5,7.74,17.41,0.97,3,2,3,2,1
5,54,259.5971658,0.16,6.11,42.48,1586.43,88.13,10,18,32,22,1
5,39,171.3003795,0.12,8.67,19.77,1484.6,82.48,12,9,26,13,1
2,39,165.669173,0.18,5.45,30.37,903.65,50.2,8,11,24,15,1
4,74,373.2851648,0.09,10.68,34.94,3988.26,221.57,14,19,45,29,1
5,118,632.1911365,0.06,16.65,37.98,10523.35,584.63,17,24,71,47,1
8,71,351.747938,0.06,15.79,22.28,5552.59,308.48,17,14,45,26,1
1,127,508,0.05,21.5,23.63,10922,606.78,8,8,84,43,1
10,160,868.2023608,0.05,20.09,43.22,17441.57,968.98,15,28,85,75,1
5,64,320,0.12,8.21,38.97,2627.37,145.96,13,19,40,24,1
3,70,350,0.11,9.24,37.89,3232.89,179.61,13,19,43,27,1
34,414,2528.929125,0.03,28.76,87.92,72743.9,4041.33,18,51,251,163,1
20,412,2793.920202,0.02,48.49,57.62,135464.04,7525.78,42,68,255,157,1
9,236,1421.278804,0.03,37.3,38.1,53017.44,2945.41,27,38,131,105,1
21,577,3829.917,0.03,33.89,112.63,129334.82,7185.27,23,75,358,221,1
32,520,3218.708771,0.02,61.46,52.37,197816.48,10989.8,25,48,284,236,1
31,468,2932.856101,0.03,36.19,81.05,106132.73,5896.26,21,56,275,193,1
39,948,6768.294682,0.02,59.89,113.02,405328.56,22518.25,31,110,523,425,1
76,786,4845.615277,0.01,142.86,31.52,643163.64,35731.31,26,28,522,320,1
9,197,1138.927864,0.02,40.04,28.44,45604.57,2533.59,31,24,135,62,1
75,1898,15389.97942,0.02,64.26,239.48,989013.72,54945.21,35,241,1013,885,1
14,217,1302,0.02,50.14,25.97,65286,3627,36,28,139,78,1
1,18,66.60791493,0.29,3.43,19.43,228.37,12.69,6,7,10,8,1
2,56,242.0279733,0.2,4.93,49.11,1192.85,66.27,6,14,33,23,1
13,205,1105.425072,0.03,29.24,37.81,32322.63,1795.7,17,25,119,86,1
13,205,1105.425072,0.03,29.24,37.81,32322.63,1795.7,17,25,119,86,1
3,103,489.7534127,0.11,9.05,54.1,4433.56,246.31,8,19,60,43,1
6,169,977.0497916,0.08,12.63,77.33,12344.19,685.79,14,41,95,74,1
6,289,1805.651051,0.04,23.39,77.19,42239.34,2346.63,20,56,158,131,1
57,605,4036.817332,0.03,30.46,132.52,122973.42,6831.86,21,81,370,235,1
24,261,1473.046466,0.03,30.65,48.07,45141.75,2507.87,19,31,161,100,1
10,307,1813.415413,0.03,34.5,52.56,62562.83,3475.71,20,40,169,138,1
8,176,1031.004655,0.07,13.43,76.77,13846.63,769.26,15,43,99,77,1
4,114,602.535853,0.06,17.58,34.28,10589.57,588.31,19,20,77,37,1
4,133,665,0.03,29.47,22.57,19595.33,1088.63,17,15,81,52,1
7,218,1210.90037,0.05,21.72,55.74,26305.77,1461.43,18,29,148,70,1
4,53,254.7898109,0.13,7.44,34.24,1895.94,105.33,11,17,30,23,1
2,57,282.3891897,0.14,7.15,39.49,2019.08,112.17,11,20,31,26,1
5,83,415,0.07,15,27.67,6225,345.83,15,17,49,34,1
5,28,114.4489596,0.1,9.6,11.92,1098.71,61.04,12,5,20,8,1
3,79,401.9095645,0.1,10.5,38.28,4220.05,234.45,14,20,49,30,1
19,458,2994.934735,0.03,31.13,96.21,93233.62,5179.65,24,69,279,179,1
3,115,603.511664,0.05,20.64,29.24,12458.21,692.12,17,21,64,51,1
7,169,905.4262888,0.03,33.33,27.16,30180.88,1676.72,20,21,99,70,1
24,840,6180.343684,0.02,51.89,119.1,320701.9,17816.77,36,128,471,369,1
4,114,622.3752045,0.05,20.09,30.98,12501.62,694.53,21,23,70,44,1
4,103,500.3720425,0.09,11.05,45.27,5530.43,307.25,10,19,61,42,1
7,60,294.4134357,0.06,17.27,17.04,5085.32,282.52,19,11,40,20,1
68,1715,12154.99877,0.01,101.46,119.8,1233225.92,68512.55,40,96,1228,487,1
3,57,282.3891897,0.08,12.66,22.31,3573.99,198.55,15,16,30,27,1
4,103,551.8278565,0.05,21.16,26.08,11676.18,648.68,19,22,54,49,1
9,134,687.3239243,0.02,41.33,16.63,28409.39,1578.3,20,15,72,62,1
22,369,2002.291694,0.02,65.86,30.4,131878.2,7326.57,21,22,231,138,1
13,151,847.8211865,0.07,14.06,60.3,11920.88,662.27,16,33,93,58,1
8,126,695.9688065,0.04,23.83,29.2,16587.25,921.51,22,24,74,52,1
11,225,1300.805936,0.03,36.31,35.82,47232.71,2624.04,26,29,144,81,1
4,120,642.9062406,0.07,14.4,44.65,9257.85,514.32,16,25,75,45,1
3,76,372.9236853,0.11,9.33,39.96,3480.62,193.37,12,18,48,28,1
17,318,2094.018075,0.03,31.5,66.48,65961.57,3664.53,32,64,192,126,1
3,340,2040,0.05,20.72,98.46,42268.8,2348.27,14,50,192,148,1
3,45,213.9699376,0.1,9.69,22.08,2073.86,115.21,14,13,27,18,1
10,326,1917.741634,0.04,27.65,69.36,53022.96,2945.72,22,37,233,93,1
1,9,23.26466251,0.5,2,11.63,46.53,2.58,3,3,5,4,1
7,327,1976.516877,0.03,35.71,55.34,70589.89,3921.66,24,42,202,125,1
3,460,3148.925423,0.06,16.32,192.91,51400.64,2855.59,16,99,258,202,1
6,1039,7352.811405,0.03,34.15,215.29,251126.79,13951.49,18,117,595,444,1
9,1466,10466.58228,0.02,62.21,168.25,651126.96,36173.72,22,119,793,673,1
1,1797,13561.76934,0.04,26.67,508.42,361750.51,20097.25,12,175,1019,778,1
1,218,1298.014796,0.15,6.55,198.03,8507.9,472.66,7,55,115,103,1
9,1216,8681.694445,0.02,52.04,166.82,451812.89,25100.72,22,119,653,563,1
6,153,863.509997,0.07,13.53,63.84,11680.72,648.93,13,37,76,77,1
11,300,1585.620666,0.04,27.78,57.08,44045.02,2446.95,12,27,175,125,1
6,74,376.4722503,0.09,10.67,35.29,4015.7,223.09,16,18,50,24,1
3,1275,9102.927974,0.03,33.02,275.71,300539.98,16696.66,14,127,676,599,1
4,303,1942.045454,0.07,15.32,126.75,29754.91,1653.05,15,70,160,143,1
6,158,867.7127892,0.03,28.7,30.24,24899.58,1383.31,22,23,98,60,1
24,1954,14859.33793,0.01,71.58,206.64,1058764.59,58820.26,27,164,1058,903,1
3,568,3821.458818,0.04,22.34,171.1,85352.91,4741.83,15,91,297,271,1
4,498,3390.062751,0.07,13.45,252.04,45598.02,2533.22,11,101,251,247,1
10,190,1043.452088,0.06,17.27,60.44,18015.85,1000.88,13,32,105,85,1
19,262,1514.716245,0.04,25.05,60.46,37947.63,2108.2,17,38,150,112,1
4,119,583.9199809,0.04,25,23.36,14598,811,15,15,69,50,1
5,189,1150.530477,0.05,18.54,62.05,21332.75,1185.15,20,48,100,89,1
2,118,573.2417574,0.03,32.58,17.59,18678.13,1037.67,17,12,72,46,1
2,139,767.7751119,0.07,14.03,54.72,10773.62,598.53,15,31,81,58,1
54,358,2020.500516,0.04,28.47,70.97,57524.84,3195.82,16,34,237,121,1
8,161,922.1951932,0.06,15.59,59.15,14378.96,798.83,15,38,82,79,1
19,432,2783.35159,0.04,25.14,110.73,69963.34,3886.85,21,66,274,158,1
12,155,807.4652717,0.05,20.8,38.83,16791.61,932.87,15,22,94,61,1
4,205,1190.507759,0.05,22.08,53.92,26287.7,1460.43,19,37,119,86,1
3,183,946.0962753,0.06,16.94,55.85,16026.87,890.38,11,25,106,77,1
4,137,743.3982714,0.06,15.41,48.25,11453.84,636.32,16,27,85,52,1
28,581,3733.659822,0.02,61.55,60.66,229809.93,12767.22,27,59,312,269,1
23,442,2735.902455,0.02,43.78,62.49,119789.61,6654.98,22,51,239,203,1
11,204,1200.059182,0.04,23.78,50.46,28541.95,1585.66,22,37,124,80,1
69,1243,8877.319518,0.02,65.69,134.7,581297.93,32294.33,27,112,702,545,1
16,370,2244.453,0.03,31.91,70.33,71631.48,3979.53,20,47,220,150,1
5,84,403.8178135,0.06,15.5,26.05,6259.18,347.73,14,14,53,31,1
6,172,955.3892825,0.05,20.79,45.95,19865.51,1103.64,18,29,105,67,1
1,174,877.7245768,0.07,15,58.51,13165.87,731.44,11,22,114,60,1
8,326,1991.378973,0.04,26.47,75.24,52709.31,2928.3,21,48,205,121,1
15,377,2208.458835,0.03,37.18,59.41,82100.95,4561.16,21,37,246,131,1
16,363,2209.749011,0.03,32.52,67.95,71864.88,3992.49,22,46,227,136,1
3,66,326.9769565,0.1,10.47,31.22,3424.18,190.23,13,18,37,29,1
32,337,1948.318223,0.02,59.62,32.68,116160.08,6453.34,26,29,204,133,1
13,217,1242.958739,0.03,29.86,41.63,37113.97,2061.88,21,32,126,91,1
18,277,1601.436641,0.03,37.33,42.9,59786.97,3321.5,22,33,165,112,1
3,102,523.1868677,0.04,23.16,22.59,12115.05,673.06,19,16,63,39,1
10,264,1634.113684,0.05,19.64,83.22,32088.05,1782.67,18,55,144,120,1
12,225,1220.90957,0.04,26.28,46.46,32085.5,1782.53,18,25,152,73,1
16,324,2133.52785,0.02,46.87,45.52,99995.08,5555.28,39,57,187,137,1
34,1312,7119.259358,0.01,141.95,50.15,1010595.82,56144.21,22,21,1041,271,1
11,143,733.4874714,0.02,44,16.67,32273.45,1792.97,22,13,91,52,1
